timestamp_ms,timestamp_iso,status,response_time_ms,http_code,error
1769439185713,2026-01-26T06:53:05.713,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185763,2026-01-26T06:53:05.763,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439185813,2026-01-26T06:53:05.813,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185863,2026-01-26T06:53:05.863,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185914,2026-01-26T06:53:05.914,failure,0.26,,Connection error: [Errno 111] Connection refused
1769439185964,2026-01-26T06:53:05.964,failure,0.25,,Connection error: [Errno 111] Connection refused
1769439186014,2026-01-26T06:53:06.014,failure,0.15,,Connection error: [Errno 111] Connection refused
1769439186064,2026-01-26T06:53:06.064,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439186114,2026-01-26T06:53:06.114,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439186164,2026-01-26T06:53:06.164,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186214,2026-01-26T06:53:06.214,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186264,2026-01-26T06:53:06.264,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439186315,2026-01-26T06:53:06.315,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186365,2026-01-26T06:53:06.365,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186415,2026-01-26T06:53:06.415,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186465,2026-01-26T06:53:06.465,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186515,2026-01-26T06:53:06.515,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186565,2026-01-26T06:53:06.565,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439186615,2026-01-26T06:53:06.615,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439186665,2026-01-26T06:53:06.665,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186716,2026-01-26T06:53:06.716,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439186766,2026-01-26T06:53:06.766,failure,0.25,,Connection error: [Errno 111] Connection refused
1769439186816,2026-01-26T06:53:06.816,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186866,2026-01-26T06:53:06.866,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439186916,2026-01-26T06:53:06.916,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439186966,2026-01-26T06:53:06.966,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439187016,2026-01-26T06:53:07.016,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439187067,2026-01-26T06:53:07.067,failure,0.32,,Connection error: [Errno 111] Connection refused
1769439187117,2026-01-26T06:53:07.117,failure,0.26,,Connection error: [Errno 111] Connection refused
1769439187167,2026-01-26T06:53:07.167,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439187217,2026-01-26T06:53:07.217,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439187267,2026-01-26T06:53:07.267,failure,0.11,,Connection error: [Errno 111] Connection refused
1769439187317,2026-01-26T06:53:07.317,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439187367,2026-01-26T06:53:07.367,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439187417,2026-01-26T06:53:07.417,failure,0.10,,Connection error: [Errno 111] Connection refused
1769439187467,2026-01-26T06:53:07.467,failure,0.09,,Connection error: [Errno 111] Connection refused
